,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
8206,3,4,140,101,Wednesday,14,0.693
8207,3,10,90,69,Wednesday,14,0.652
8208,4,5,90,88,Wednesday,14,0.511
8209,4,6,70,60,Wednesday,14,0.583
8210,5,8,140,135,Wednesday,14,0.519
8211,5,12,70,64,Wednesday,14,0.547
8212,6,7,120,91,Wednesday,14,0.659
8213,7,9,90,89,Wednesday,14,0.506
8214,8,9,120,85,Wednesday,14,0.706
8215,9,11,140,108,Wednesday,14,0.648
8216,9,13,110,97,Wednesday,14,0.567
8217,10,11,110,78,Wednesday,14,0.705
8218,10,13,50,38,Wednesday,14,0.658
8219,11,12,90,72,Wednesday,14,0.625
8220,0,1,80,70,Wednesday,16,0.571
8221,0,2,70,69,Wednesday,16,0.507
8222,0,3,80,79,Wednesday,16,0.506
8223,1,2,140,119,Wednesday,16,0.588
8224,1,7,120,91,Wednesday,16,0.659
8225,2,5,80,65,Wednesday,16,0.615
8226,3,4,80,71,Wednesday,16,0.563
8227,3,10,140,106,Wednesday,16,0.660
8228,4,5,60,52,Wednesday,16,0.577
8229,4,6,70,66,Wednesday,16,0.530
8230,5,8,70,52,Wednesday,16,0.673
8231,5,12,50,48,Wednesday,16,0.521
8232,6,7,100,97,Wednesday,16,0.515
8233,7,9,140,100,Wednesday,16,0.700
8234,8,9,60,58,Wednesday,16,0.517
8235,9,11,130,106,Wednesday,16,0.613
8236,9,13,50,49,Wednesday,16,0.510
8237,10,11,140,126,Wednesday,16,0.556
8238,10,13,100,70,Wednesday,16,0.714
8239,11,12,100,78,Wednesday,16,0.641
8240,0,1,120,89,Wednesday,18,0.674
8241,0,2,70,60,Wednesday,18,0.583
8242,0,3,60,51,Wednesday,18,0.588
8243,1,2,60,49,Wednesday,18,0.612
8244,1,7,90,71,Wednesday,18,0.634
8245,2,5,140,112,Wednesday,18,0.625
8246,3,4,100,74,Wednesday,18,0.676
8247,3,10,100,72,Wednesday,18,0.694
8248,4,5,50,47,Wednesday,18,0.532
8249,4,6,50,42,Wednesday,18,0.595
8250,5,8,100,70,Wednesday,18,0.714
8251,5,12,50,41,Wednesday,18,0.610
8252,6,7,100,85,Wednesday,18,0.588
8253,7,9,100,85,Wednesday,18,0.588
8254,8,9,80,58,Wednesday,18,0.690
8255,9,11,70,52,Wednesday,18,0.673
8256,9,13,60,43,Wednesday,18,0.698
8257,10,11,60,42,Wednesday,18,0.714
8258,10,13,80,64,Wednesday,18,0.625
8259,11,12,120,112,Wednesday,18,0.536
8260,0,1,50,30,Wednesday,20,0.833
8261,0,2,90,57,Wednesday,20,0.789
8262,0,3,140,99,Wednesday,20,0.707
8263,1,2,60,34,Wednesday,20,0.882
8264,1,7,50,31,Wednesday,20,0.806
8265,2,5,80,48,Wednesday,20,0.833
8266,3,4,110,82,Wednesday,20,0.671
8267,3,10,60,35,Wednesday,20,0.857
8268,4,5,130,92,Wednesday,20,0.707
8269,4,6,70,40,Wednesday,20,0.875
8270,5,8,140,96,Wednesday,20,0.729
8271,5,12,130,81,Wednesday,20,0.802
8272,6,7,140,90,Wednesday,20,0.778
8273,7,9,60,45,Wednesday,20,0.667
8274,8,9,70,44,Wednesday,20,0.795
8275,9,11,120,91,Wednesday,20,0.659
8276,9,13,100,54,Wednesday,20,0.926
8277,10,11,60,33,Wednesday,20,0.909
8278,10,13,140,84,Wednesday,20,0.833
8279,11,12,50,29,Wednesday,20,0.862
8280,0,1,80,63,Wednesday,22,0.635
8281,0,2,120,69,Wednesday,22,0.870
8282,0,3,80,47,Wednesday,22,0.851
8283,1,2,60,33,Wednesday,22,0.909
8284,1,7,90,64,Wednesday,22,0.703
8285,2,5,110,62,Wednesday,22,0.887
8286,3,4,130,72,Wednesday,22,0.903
8287,3,10,120,87,Wednesday,22,0.690
8288,4,5,110,63,Wednesday,22,0.873
8289,4,6,90,69,Wednesday,22,0.652
8290,5,8,80,46,Wednesday,22,0.870
8291,5,12,140,88,Wednesday,22,0.795
8292,6,7,80,57,Wednesday,22,0.702
8293,7,9,130,76,Wednesday,22,0.855
8294,8,9,120,92,Wednesday,22,0.652
8295,9,11,60,35,Wednesday,22,0.857
8296,9,13,130,67,Wednesday,22,0.970
8297,10,11,120,92,Wednesday,22,0.652
8298,10,13,80,47,Wednesday,22,0.851
8299,11,12,70,50,Wednesday,22,0.700
8300,0,1,80,61,Wednesday,24,0.656
8301,0,2,100,62,Wednesday,24,0.806
8302,0,3,110,57,Wednesday,24,0.965
8303,1,2,130,88,Wednesday,24,0.739
8304,1,7,80,61,Wednesday,24,0.656
8305,2,5,140,94,Wednesday,24,0.745
8306,3,4,100,72,Wednesday,24,0.694
8307,3,10,90,68,Wednesday,24,0.662
8308,4,5,60,46,Wednesday,24,0.652
8309,4,6,50,35,Wednesday,24,0.714
8310,5,8,110,69,Wednesday,24,0.797
8311,5,12,120,70,Wednesday,24,0.857
8312,6,7,60,47,Wednesday,24,0.638
8313,7,9,80,47,Wednesday,24,0.851
8314,8,9,80,42,Wednesday,24,0.952
8315,9,11,70,55,Wednesday,24,0.636
8316,9,13,100,51,Wednesday,24,0.980
8317,10,11,100,57,Wednesday,24,0.877
8318,10,13,120,79,Wednesday,24,0.759
8319,11,12,100,68,Wednesday,24,0.735
8320,0,1,130,68,Thrusday,0,0.956
8321,0,2,70,43,Thrusday,0,0.814
8322,0,3,80,62,Thrusday,0,0.645
8323,1,2,110,77,Thrusday,0,0.714
8324,1,7,110,73,Thrusday,0,0.753
8325,2,5,70,54,Thrusday,0,0.648
8326,3,4,100,54,Thrusday,0,0.926
8327,3,10,70,54,Thrusday,0,0.648
8328,4,5,120,90,Thrusday,0,0.667
8329,4,6,120,83,Thrusday,0,0.723
8330,5,8,70,54,Thrusday,0,0.648
8331,5,12,50,35,Thrusday,0,0.714
8332,6,7,50,33,Thrusday,0,0.758
8333,7,9,90,45,Thrusday,0,1.000
8334,8,9,60,43,Thrusday,0,0.698
8335,9,11,50,29,Thrusday,0,0.862
8336,9,13,140,82,Thrusday,0,0.854
8337,10,11,90,49,Thrusday,0,0.918
8338,10,13,140,108,Thrusday,0,0.648
8339,11,12,120,84,Thrusday,0,0.714
8340,0,1,70,48,Thrusday,2,0.729
8341,0,2,50,33,Thrusday,2,0.758
8342,0,3,90,59,Thrusday,2,0.763
8343,1,2,90,52,Thrusday,2,0.865
8344,1,7,130,65,Thrusday,2,1.000
8345,2,5,110,66,Thrusday,2,0.833
8346,3,4,60,39,Thrusday,2,0.769
8347,3,10,50,39,Thrusday,2,0.641
8348,4,5,90,49,Thrusday,2,0.918
8349,4,6,120,95,Thrusday,2,0.632
8350,5,8,100,57,Thrusday,2,0.877
8351,5,12,130,103,Thrusday,2,0.631
8352,6,7,100,79,Thrusday,2,0.633
8353,7,9,130,71,Thrusday,2,0.915
8354,8,9,60,45,Thrusday,2,0.667
8355,9,11,130,75,Thrusday,2,0.867
8356,9,13,80,46,Thrusday,2,0.870
8357,10,11,60,41,Thrusday,2,0.732
8358,10,13,140,94,Thrusday,2,0.745
8359,11,12,130,95,Thrusday,2,0.684
8360,0,1,110,59,Thrusday,4,0.932
8361,0,2,110,82,Thrusday,4,0.671
8362,0,3,120,69,Thrusday,4,0.870
8363,1,2,130,71,Thrusday,4,0.915
8364,1,7,50,31,Thrusday,4,0.806
8365,2,5,90,64,Thrusday,4,0.703
8366,3,4,130,86,Thrusday,4,0.756
8367,3,10,120,90,Thrusday,4,0.667
8368,4,5,90,48,Thrusday,4,0.938
8369,4,6,140,103,Thrusday,4,0.680
8370,5,8,90,47,Thrusday,4,0.957
8371,5,12,50,37,Thrusday,4,0.676
8372,6,7,100,66,Thrusday,4,0.758
8373,7,9,50,28,Thrusday,4,0.893
8374,8,9,110,64,Thrusday,4,0.859
8375,9,11,80,44,Thrusday,4,0.909
8376,9,13,100,50,Thrusday,4,1.000
8377,10,11,80,60,Thrusday,4,0.667
8378,10,13,60,39,Thrusday,4,0.769
8379,11,12,110,83,Thrusday,4,0.663
8380,0,1,50,34,Thrusday,6,0.735
8381,0,2,60,39,Thrusday,6,0.769
8382,0,3,60,39,Thrusday,6,0.769
8383,1,2,120,83,Thrusday,6,0.723
8384,1,7,100,56,Thrusday,6,0.893
8385,2,5,140,83,Thrusday,6,0.843
8386,3,4,130,79,Thrusday,6,0.823
8387,3,10,100,69,Thrusday,6,0.725
8388,4,5,100,75,Thrusday,6,0.667
8389,4,6,50,28,Thrusday,6,0.893
8390,5,8,70,46,Thrusday,6,0.761
8391,5,12,80,53,Thrusday,6,0.755
8392,6,7,140,107,Thrusday,6,0.654
8393,7,9,120,88,Thrusday,6,0.682
8394,8,9,50,32,Thrusday,6,0.781
8395,9,11,120,93,Thrusday,6,0.645
8396,9,13,70,52,Thrusday,6,0.673
8397,10,11,80,44,Thrusday,6,0.909
8398,10,13,140,74,Thrusday,6,0.946
8399,11,12,130,76,Thrusday,6,0.855
8400,0,1,90,66,Thrusday,8,0.682
8401,0,2,120,79,Thrusday,8,0.759
8402,0,3,120,80,Thrusday,8,0.750
8403,1,2,60,32,Thrusday,8,0.938
8404,1,7,130,68,Thrusday,8,0.956
8405,2,5,140,97,Thrusday,8,0.722
8406,3,4,110,56,Thrusday,8,0.982
8407,3,10,120,73,Thrusday,8,0.822
8408,4,5,80,56,Thrusday,8,0.714
8409,4,6,110,83,Thrusday,8,0.663
8410,5,8,70,40,Thrusday,8,0.875
8411,5,12,100,64,Thrusday,8,0.781
8412,6,7,80,48,Thrusday,8,0.833
8413,7,9,100,58,Thrusday,8,0.862
8414,8,9,80,45,Thrusday,8,0.889
8415,9,11,90,49,Thrusday,8,0.918
8416,9,13,60,42,Thrusday,8,0.714
8417,10,11,90,61,Thrusday,8,0.738
8418,10,13,100,52,Thrusday,8,0.962
8419,11,12,60,46,Thrusday,8,0.652
8420,0,1,120,112,Thrusday,10,0.536
8421,0,2,130,96,Thrusday,10,0.677
8422,0,3,90,88,Thrusday,10,0.511
8423,1,2,60,58,Thrusday,10,0.517
8424,1,7,140,102,Thrusday,10,0.686
8425,2,5,50,44,Thrusday,10,0.568
8426,3,4,80,64,Thrusday,10,0.625
8427,3,10,120,91,Thrusday,10,0.659
8428,4,5,60,48,Thrusday,10,0.625
8429,4,6,70,51,Thrusday,10,0.686
8430,5,8,130,91,Thrusday,10,0.714
8431,5,12,110,103,Thrusday,10,0.534
8432,6,7,70,54,Thrusday,10,0.648
8433,7,9,60,57,Thrusday,10,0.526
8434,8,9,130,94,Thrusday,10,0.691
8435,9,11,100,83,Thrusday,10,0.602
8436,9,13,120,109,Thrusday,10,0.550
8437,10,11,110,100,Thrusday,10,0.550
8438,10,13,60,53,Thrusday,10,0.566
8439,11,12,100,90,Thrusday,10,0.556
8440,0,1,130,119,Thrusday,12,0.546
8441,0,2,90,72,Thrusday,12,0.625
8442,0,3,80,74,Thrusday,12,0.541
8443,1,2,70,62,Thrusday,12,0.565
8444,1,7,120,94,Thrusday,12,0.638
8445,2,5,100,74,Thrusday,12,0.676
8446,3,4,120,84,Thrusday,12,0.714
8447,3,10,100,70,Thrusday,12,0.714
8448,4,5,90,67,Thrusday,12,0.672
8449,4,6,130,96,Thrusday,12,0.677
8450,5,8,140,123,Thrusday,12,0.569
8451,5,12,100,96,Thrusday,12,0.521
8452,6,7,60,52,Thrusday,12,0.577
8453,7,9,110,82,Thrusday,12,0.671
8454,8,9,130,96,Thrusday,12,0.677
8455,9,11,60,51,Thrusday,12,0.588
8456,9,13,70,69,Thrusday,12,0.507
8457,10,11,110,107,Thrusday,12,0.514
8458,10,13,60,53,Thrusday,12,0.566
8459,11,12,60,51,Thrusday,12,0.588
8460,0,1,100,79,Thrusday,14,0.633
8461,0,2,110,98,Thrusday,14,0.561
8462,0,3,110,101,Thrusday,14,0.545
8463,1,2,130,106,Thrusday,14,0.613
8464,1,7,50,41,Thrusday,14,0.610
8465,2,5,120,115,Thrusday,14,0.522
8466,3,4,90,76,Thrusday,14,0.592
8467,3,10,60,53,Thrusday,14,0.566
8468,4,5,140,134,Thrusday,14,0.522
8469,4,6,70,61,Thrusday,14,0.574
8470,5,8,60,54,Thrusday,14,0.556
8471,5,12,100,90,Thrusday,14,0.556
8472,6,7,50,45,Thrusday,14,0.556
8473,7,9,80,57,Thrusday,14,0.702
8474,8,9,140,121,Thrusday,14,0.579
8475,9,11,140,119,Thrusday,14,0.588
8476,9,13,70,63,Thrusday,14,0.556
8477,10,11,100,82,Thrusday,14,0.610
8478,10,13,50,39,Thrusday,14,0.641
8479,11,12,130,108,Thrusday,14,0.602
8480,0,1,120,118,Thrusday,16,0.508
8481,0,2,130,103,Thrusday,16,0.631
8482,0,3,100,73,Thrusday,16,0.685
8483,1,2,80,74,Thrusday,16,0.541
8484,1,7,140,128,Thrusday,16,0.547
8485,2,5,70,63,Thrusday,16,0.556
8486,3,4,50,43,Thrusday,16,0.581
8487,3,10,90,84,Thrusday,16,0.536
8488,4,5,120,111,Thrusday,16,0.541
8489,4,6,100,81,Thrusday,16,0.617
8490,5,8,90,79,Thrusday,16,0.570
8491,5,12,140,127,Thrusday,16,0.551
8492,6,7,70,52,Thrusday,16,0.673
8493,7,9,140,123,Thrusday,16,0.569
8494,8,9,70,59,Thrusday,16,0.593
8495,9,11,60,49,Thrusday,16,0.612
8496,9,13,130,96,Thrusday,16,0.677
8497,10,11,110,87,Thrusday,16,0.632
8498,10,13,60,55,Thrusday,16,0.545
8499,11,12,110,80,Thrusday,16,0.688
8500,0,1,60,42,Thrusday,18,0.714
8501,0,2,90,64,Thrusday,18,0.703
8502,0,3,90,88,Thrusday,18,0.511
8503,1,2,60,44,Thrusday,18,0.682
8504,1,7,50,46,Thrusday,18,0.543
8505,2,5,130,111,Thrusday,18,0.586
8506,3,4,110,103,Thrusday,18,0.534
8507,3,10,130,112,Thrusday,18,0.580
8508,4,5,110,80,Thrusday,18,0.688
8509,4,6,130,124,Thrusday,18,0.524
8510,5,8,50,46,Thrusday,18,0.543
8511,5,12,70,53,Thrusday,18,0.660
8512,6,7,60,57,Thrusday,18,0.526
8513,7,9,60,58,Thrusday,18,0.517
8514,8,9,60,57,Thrusday,18,0.526
8515,9,11,130,119,Thrusday,18,0.546
8516,9,13,110,78,Thrusday,18,0.705
8517,10,11,100,89,Thrusday,18,0.562
8518,10,13,100,85,Thrusday,18,0.588
8519,11,12,70,64,Thrusday,18,0.547
8520,0,1,110,68,Thrusday,20,0.809
8521,0,2,120,67,Thrusday,20,0.896
8522,0,3,80,59,Thrusday,20,0.678
8523,1,2,50,26,Thrusday,20,0.962
8524,1,7,100,56,Thrusday,20,0.893
8525,2,5,50,33,Thrusday,20,0.758
8526,3,4,80,51,Thrusday,20,0.784
8527,3,10,50,32,Thrusday,20,0.781
8528,4,5,90,70,Thrusday,20,0.643
8529,4,6,50,25,Thrusday,20,1.000
8530,5,8,70,39,Thrusday,20,0.897
8531,5,12,90,68,Thrusday,20,0.662
8532,6,7,90,52,Thrusday,20,0.865
8533,7,9,90,53,Thrusday,20,0.849
8534,8,9,70,50,Thrusday,20,0.700
8535,9,11,140,77,Thrusday,20,0.909
8536,9,13,110,79,Thrusday,20,0.696
8537,10,11,100,63,Thrusday,20,0.794
8538,10,13,110,77,Thrusday,20,0.714
8539,11,12,100,63,Thrusday,20,0.794
8540,0,1,50,34,Thrusday,22,0.735
8541,0,2,140,102,Thrusday,22,0.686
8542,0,3,140,81,Thrusday,22,0.864
8543,1,2,90,52,Thrusday,22,0.865
8544,1,7,60,41,Thrusday,22,0.732
8545,2,5,80,62,Thrusday,22,0.645
8546,3,4,70,39,Thrusday,22,0.897
8547,3,10,70,46,Thrusday,22,0.761
8548,4,5,60,36,Thrusday,22,0.833
8549,4,6,130,102,Thrusday,22,0.637
8550,5,8,90,65,Thrusday,22,0.692
8551,5,12,50,32,Thrusday,22,0.781
8552,6,7,120,94,Thrusday,22,0.638
8553,7,9,100,71,Thrusday,22,0.704
8554,8,9,50,32,Thrusday,22,0.781
8555,9,11,100,57,Thrusday,22,0.877
8556,9,13,90,61,Thrusday,22,0.738
8557,10,11,80,57,Thrusday,22,0.702
8558,10,13,50,32,Thrusday,22,0.781
8559,11,12,70,47,Thrusday,22,0.745
8560,0,1,110,61,Thrusday,24,0.902
8561,0,2,70,37,Thrusday,24,0.946
8562,0,3,70,41,Thrusday,24,0.854
8563,1,2,130,94,Thrusday,24,0.691
8564,1,7,140,84,Thrusday,24,0.833
8565,2,5,80,40,Thrusday,24,1.000
8566,3,4,100,55,Thrusday,24,0.909
8567,3,10,140,70,Thrusday,24,1.000
8568,4,5,100,78,Thrusday,24,0.641
8569,4,6,90,67,Thrusday,24,0.672
8570,5,8,90,66,Thrusday,24,0.682
8571,5,12,90,56,Thrusday,24,0.804
8572,6,7,130,65,Thrusday,24,1.000
8573,7,9,50,30,Thrusday,24,0.833
8574,8,9,110,83,Thrusday,24,0.663
8575,9,11,100,57,Thrusday,24,0.877
8576,9,13,100,68,Thrusday,24,0.735
8577,10,11,80,52,Thrusday,24,0.769
8578,10,13,50,27,Thrusday,24,0.926
8579,11,12,70,51,Thrusday,24,0.686
8580,0,1,120,63,Friday,0,0.952
8581,0,2,90,60,Friday,0,0.750
8582,0,3,80,61,Friday,0,0.656
8583,1,2,140,79,Friday,0,0.886
8584,1,7,70,36,Friday,0,0.972
8585,2,5,130,72,Friday,0,0.903
8586,3,4,80,61,Friday,0,0.656
8587,3,10,140,70,Friday,0,1.000
8588,4,5,110,84,Friday,0,0.655
8589,4,6,90,65,Friday,0,0.692
8590,5,8,80,51,Friday,0,0.784
8591,5,12,120,84,Friday,0,0.714
8592,6,7,80,48,Friday,0,0.833
8593,7,9,140,83,Friday,0,0.843
8594,8,9,60,40,Friday,0,0.750
8595,9,11,50,35,Friday,0,0.714
8596,9,13,80,52,Friday,0,0.769
8597,10,11,100,61,Friday,0,0.820
8598,10,13,100,63,Friday,0,0.794
8599,11,12,140,101,Friday,0,0.693
8600,0,1,50,29,Friday,2,0.862
8601,0,2,60,47,Friday,2,0.638
8602,0,3,110,71,Friday,2,0.775
8603,1,2,130,65,Friday,2,1.000
8604,1,7,140,90,Friday,2,0.778
8605,2,5,90,48,Friday,2,0.938
8606,3,4,70,48,Friday,2,0.729
8607,3,10,70,40,Friday,2,0.875
8608,4,5,100,73,Friday,2,0.685
8609,4,6,90,57,Friday,2,0.789
8610,5,8,80,51,Friday,2,0.784
8611,5,12,120,79,Friday,2,0.759
8612,6,7,70,53,Friday,2,0.660
8613,7,9,100,67,Friday,2,0.746
8614,8,9,130,82,Friday,2,0.793
8615,9,11,90,66,Friday,2,0.682
8616,9,13,100,71,Friday,2,0.704
8617,10,11,120,90,Friday,2,0.667
8618,10,13,80,52,Friday,2,0.769
8619,11,12,140,101,Friday,2,0.693
8620,0,1,70,54,Friday,4,0.648
8621,0,2,70,51,Friday,4,0.686
8622,0,3,80,57,Friday,4,0.702
8623,1,2,50,27,Friday,4,0.926
8624,1,7,50,37,Friday,4,0.676
8625,2,5,120,77,Friday,4,0.779
8626,3,4,110,86,Friday,4,0.640
8627,3,10,80,58,Friday,4,0.690
8628,4,5,100,71,Friday,4,0.704
8629,4,6,120,73,Friday,4,0.822
8630,5,8,130,74,Friday,4,0.878
8631,5,12,120,62,Friday,4,0.968
8632,6,7,130,81,Friday,4,0.802
8633,7,9,130,99,Friday,4,0.657
8634,8,9,100,60,Friday,4,0.833
8635,9,11,60,40,Friday,4,0.750
8636,9,13,130,87,Friday,4,0.747
8637,10,11,50,33,Friday,4,0.758
8638,10,13,140,80,Friday,4,0.875
8639,11,12,140,98,Friday,4,0.714
8640,0,1,70,53,Friday,6,0.660
8641,0,2,130,85,Friday,6,0.765
8642,0,3,80,63,Friday,6,0.635
8643,1,2,60,42,Friday,6,0.714
8644,1,7,120,94,Friday,6,0.638
8645,2,5,100,56,Friday,6,0.893
8646,3,4,140,76,Friday,6,0.921
8647,3,10,90,55,Friday,6,0.818
8648,4,5,90,47,Friday,6,0.957
8649,4,6,50,38,Friday,6,0.658
8650,5,8,140,91,Friday,6,0.769
8651,5,12,90,49,Friday,6,0.918
8652,6,7,100,76,Friday,6,0.658
8653,7,9,50,32,Friday,6,0.781
8654,8,9,80,49,Friday,6,0.816
8655,9,11,50,33,Friday,6,0.758
8656,9,13,120,91,Friday,6,0.659
8657,10,11,110,72,Friday,6,0.764
8658,10,13,110,67,Friday,6,0.821
8659,11,12,50,25,Friday,6,1.000
8660,0,1,120,91,Friday,8,0.659
8661,0,2,110,82,Friday,8,0.671
8662,0,3,60,30,Friday,8,1.000
8663,1,2,130,100,Friday,8,0.650
8664,1,7,50,28,Friday,8,0.893
8665,2,5,90,66,Friday,8,0.682
8666,3,4,80,43,Friday,8,0.930
8667,3,10,70,35,Friday,8,1.000
8668,4,5,80,54,Friday,8,0.741
8669,4,6,140,92,Friday,8,0.761
8670,5,8,140,72,Friday,8,0.972
8671,5,12,100,74,Friday,8,0.676
8672,6,7,140,111,Friday,8,0.631
8673,7,9,60,38,Friday,8,0.789
8674,8,9,90,63,Friday,8,0.714
8675,9,11,50,25,Friday,8,1.000
8676,9,13,140,72,Friday,8,0.972
8677,10,11,140,89,Friday,8,0.787
8678,10,13,100,59,Friday,8,0.847
8679,11,12,110,57,Friday,8,0.965
8680,0,1,100,98,Friday,10,0.510
8681,0,2,80,71,Friday,10,0.563
8682,0,3,90,71,Friday,10,0.634
8683,1,2,90,63,Friday,10,0.714
8684,1,7,90,74,Friday,10,0.608
8685,2,5,60,44,Friday,10,0.682
8686,3,4,130,93,Friday,10,0.699
8687,3,10,70,66,Friday,10,0.530
8688,4,5,140,128,Friday,10,0.547
8689,4,6,90,70,Friday,10,0.643
8690,5,8,110,100,Friday,10,0.550
8691,5,12,140,137,Friday,10,0.511
8692,6,7,140,118,Friday,10,0.593
8693,7,9,60,48,Friday,10,0.625
8694,8,9,100,82,Friday,10,0.610
8695,9,11,100,96,Friday,10,0.521
8696,9,13,110,89,Friday,10,0.618
8697,10,11,130,107,Friday,10,0.607
8698,10,13,70,65,Friday,10,0.538
8699,11,12,60,46,Friday,10,0.652
8700,0,1,80,71,Friday,12,0.563
8701,0,2,120,95,Friday,12,0.632
8702,0,3,80,78,Friday,12,0.513
8703,1,2,100,98,Friday,12,0.510
8704,1,7,70,62,Friday,12,0.565
8705,2,5,140,133,Friday,12,0.526
8706,3,4,110,100,Friday,12,0.550
8707,3,10,110,95,Friday,12,0.579
8708,4,5,140,130,Friday,12,0.538
8709,4,6,90,69,Friday,12,0.652
8710,5,8,100,75,Friday,12,0.667
8711,5,12,80,60,Friday,12,0.667
8712,6,7,130,128,Friday,12,0.508
8713,7,9,140,113,Friday,12,0.619
8714,8,9,130,92,Friday,12,0.707
8715,9,11,120,89,Friday,12,0.674
8716,9,13,80,71,Friday,12,0.563
8717,10,11,120,119,Friday,12,0.504
8718,10,13,110,103,Friday,12,0.534
8719,11,12,90,81,Friday,12,0.556
8720,0,1,140,104,Friday,14,0.673
8721,0,2,110,92,Friday,14,0.598
8722,0,3,100,96,Friday,14,0.521
8723,1,2,90,72,Friday,14,0.625
8724,1,7,120,102,Friday,14,0.588
8725,2,5,110,95,Friday,14,0.579
8726,3,4,110,78,Friday,14,0.705
8727,3,10,100,90,Friday,14,0.556
8728,4,5,130,126,Friday,14,0.516
8729,4,6,60,58,Friday,14,0.517
8730,5,8,100,90,Friday,14,0.556
8731,5,12,70,56,Friday,14,0.625
8732,6,7,70,64,Friday,14,0.547
8733,7,9,50,47,Friday,14,0.532
8734,8,9,120,97,Friday,14,0.619
8735,9,11,130,113,Friday,14,0.575
8736,9,13,130,109,Friday,14,0.596
8737,10,11,90,75,Friday,14,0.600
8738,10,13,70,64,Friday,14,0.547
8739,11,12,90,79,Friday,14,0.570
8740,0,1,140,119,Friday,16,0.588
8741,0,2,60,51,Friday,16,0.588
8742,0,3,70,62,Friday,16,0.565
8743,1,2,50,47,Friday,16,0.532
8744,1,7,70,62,Friday,16,0.565
8745,2,5,80,77,Friday,16,0.519
8746,3,4,90,87,Friday,16,0.517
8747,3,10,140,124,Friday,16,0.565
8748,4,5,100,78,Friday,16,0.641
8749,4,6,110,103,Friday,16,0.534
8750,5,8,120,117,Friday,16,0.513
8751,5,12,120,100,Friday,16,0.600
8752,6,7,80,73,Friday,16,0.548
8753,7,9,110,85,Friday,16,0.647
8754,8,9,50,49,Friday,16,0.510
8755,9,11,110,81,Friday,16,0.679
8756,9,13,140,139,Friday,16,0.504
8757,10,11,140,108,Friday,16,0.648
8758,10,13,60,55,Friday,16,0.545
8759,11,12,50,35,Friday,16,0.714
8760,0,1,80,68,Friday,18,0.588
8761,0,2,70,55,Friday,18,0.636
8762,0,3,50,36,Friday,18,0.694
8763,1,2,110,107,Friday,18,0.514
8764,1,7,100,85,Friday,18,0.588
8765,2,5,100,70,Friday,18,0.714
8766,3,4,120,117,Friday,18,0.513
8767,3,10,100,93,Friday,18,0.538
8768,4,5,80,76,Friday,18,0.526
8769,4,6,110,80,Friday,18,0.688
8770,5,8,50,44,Friday,18,0.568
8771,5,12,120,102,Friday,18,0.588
8772,6,7,80,57,Friday,18,0.702
8773,7,9,50,46,Friday,18,0.543
8774,8,9,100,81,Friday,18,0.617
8775,9,11,140,110,Friday,18,0.636
8776,9,13,100,81,Friday,18,0.617
8777,10,11,130,92,Friday,18,0.707
8778,10,13,140,114,Friday,18,0.614
8779,11,12,140,118,Friday,18,0.593
8780,0,1,120,87,Friday,20,0.690
8781,0,2,120,82,Friday,20,0.732
8782,0,3,110,84,Friday,20,0.655
8783,1,2,140,86,Friday,20,0.814
8784,1,7,120,80,Friday,20,0.750
8785,2,5,80,54,Friday,20,0.741
8786,3,4,70,48,Friday,20,0.729
8787,3,10,100,50,Friday,20,1.000
8788,4,5,120,66,Friday,20,0.909
8789,4,6,140,92,Friday,20,0.761
8790,5,8,100,53,Friday,20,0.943
8791,5,12,100,54,Friday,20,0.926
8792,6,7,80,42,Friday,20,0.952
8793,7,9,50,28,Friday,20,0.893
8794,8,9,80,55,Friday,20,0.727
8795,9,11,80,60,Friday,20,0.667
8796,9,13,90,57,Friday,20,0.789
8797,10,11,80,54,Friday,20,0.741
8798,10,13,140,84,Friday,20,0.833
8799,11,12,100,59,Friday,20,0.847
8800,0,1,110,72,Friday,22,0.764
8801,0,2,100,53,Friday,22,0.943
8802,0,3,50,32,Friday,22,0.781
8803,1,2,140,99,Friday,22,0.707
8804,1,7,120,79,Friday,22,0.759
8805,2,5,60,40,Friday,22,0.750
8806,3,4,140,86,Friday,22,0.814
8807,3,10,100,70,Friday,22,0.714
8808,4,5,130,83,Friday,22,0.783
8809,4,6,70,46,Friday,22,0.761
8810,5,8,80,55,Friday,22,0.727
8811,5,12,70,53,Friday,22,0.660
8812,6,7,70,38,Friday,22,0.921
8813,7,9,120,70,Friday,22,0.857
8814,8,9,80,62,Friday,22,0.645
8815,9,11,70,35,Friday,22,1.000
8816,9,13,130,98,Friday,22,0.663
8817,10,11,140,83,Friday,22,0.843
8818,10,13,50,25,Friday,22,1.000
8819,11,12,110,86,Friday,22,0.640
8820,0,1,50,27,Friday,24,0.926
8821,0,2,90,50,Friday,24,0.900
8822,0,3,100,51,Friday,24,0.980
8823,1,2,80,57,Friday,24,0.702
8824,1,7,80,44,Friday,24,0.909
8825,2,5,140,71,Friday,24,0.986
8826,3,4,130,77,Friday,24,0.844
8827,3,10,140,96,Friday,24,0.729
8828,4,5,120,71,Friday,24,0.845
8829,4,6,140,95,Friday,24,0.737
8830,5,8,70,48,Friday,24,0.729
8831,5,12,50,39,Friday,24,0.641
8832,6,7,140,72,Friday,24,0.972
8833,7,9,140,80,Friday,24,0.875
